State,Name,Poverty Rate,Unemployment Rate,Year
01,Alabama,18.768905779030998,3.922833799063261,2014
02,Alaska,10.943871041301314,3.9585629509781035,2014
04,Arizona,17.812728961399895,3.669398902233148,2014
05,Arkansas,18.334940797992427,3.1006594257154116,2014
06,California,16.130656529862765,4.222838734617615,2014
08,Colorado,11.777479122890677,2.90593528665579,2014
10,Delaware,12.131926200334753,3.4038609939569096,2014
11,District of Columbia,16.795746805627015,5.098551661650678,2014
09,Connecticut,10.419951527479393,4.283648489981169,2014
12,Florida,16.1442067647208,3.843912851650483,2014
13,Georgia,17.806357573472546,3.9950905896729467,2014
16,Idaho,14.560186091587212,2.6044623803277407,2014
15,Hawaii,11.04066679769309,2.668782813841744,2014
17,Illinois,14.009734033715873,4.180223250816345,2014
18,Indiana,14.767915923572673,3.5558610883519495,2014
19,Iowa,11.837820545417213,2.3707438964496452,2014
20,Kansas,13.17869257832502,2.6426117441988195,2014
21,Kentucky,18.523846499467425,3.5824071697084623,2014
22,Louisiana,19.28142950175453,3.4970608704778567,2014
23,Maine,13.742764581918955,3.056863112167682,2014
24,Maryland,9.86910697347085,3.8696829047954733,2014
25,Massachusetts,11.22593325711358,3.7031266307390154,2014
26,Michigan,15.831114755511093,4.044419522058649,2014
27,Minnesota,11.202760110408814,2.587200369128851,2014
28,Mississippi,20.811508313574894,4.373131103087126,2014
29,Missouri,14.98498661436321,3.3678239075900427,2014
30,Montana,15.040754060018816,2.5104071107359567,2014
31,Nebraska,12.081298833964123,2.2722259810375003,2014
32,Nevada,15.030472695739036,4.478674396348983,2014
33,New Hampshire,8.892210130591124,2.8536802096452174,2014
34,New Jersey,10.88480590277098,3.981405600136493,2014
35,New Mexico,20.91287186440938,3.9951150092156973,2014
36,New York,15.511510122921203,3.7030973056270446,2014
37,North Carolina,16.780893414336575,4.066859051380315,2014
38,North Dakota,11.124543937513016,1.64033742538696,2014
39,Ohio,15.40240550352794,3.6266611052475284,2014
40,Oklahoma,16.0864310448728,2.6903720451329804,2014
41,Oregon,16.232020288954896,3.877701065351481,2014
42,Pennsylvania,13.155427427517608,3.5800697400034673,2014
44,Rhode Island,13.798306059764608,4.1378996619511685,2014
45,South Carolina,17.4622481780584,3.8875675067180797,2014
46,South Dakota,13.69508014182319,2.1050780906613533,2014
47,Tennessee,17.884318937201726,3.755791412646625,2014
48,Texas,16.78122583416126,2.9659095807472045,2014
50,Vermont,11.67466268302259,2.9918826867891766,2014
49,Utah,11.549823949285432,2.4247834280584266,2014
51,Virginia,11.450419268415978,3.1290890815824435,2014
53,Washington,12.937975198009497,3.287177141497664,2014
54,West Virginia,17.71385150508613,2.9863386235722786,2014
55,Wisconsin,12.822610395646493,2.839464745854323,2014
56,Wyoming,10.91734528454018,2.3071010505809264,2014
72,Puerto Rico,45.779911323338396,6.687301336349907,2014
28,Mississippi,21.2920152937524,3.9310130256224824,2015
29,Missouri,14.390897471132567,2.6666296276327848,2015
30,Montana,14.258884030092483,2.2589692230690965,2015
31,Nebraska,12.199252184643944,1.7273585452934568,2015
32,Nevada,14.467845906646673,3.978698269883027,2015
33,New Hampshire,7.969740148864279,2.3792131116001105,2015
34,New Jersey,10.561650223101932,3.4550072655621284,2015
35,New Mexico,20.038952400090356,3.3813580009486315,2015
36,New York,15.003350964859147,3.308203243810768,2015
37,North Carolina,16.009824748113125,3.3435588991996457,2015
38,North Dakota,10.591496152870551,1.4381817028832333,2015
39,Ohio,14.41792828867079,3.2195245105598924,2015
40,Oklahoma,15.6168554085584,2.5844864340540243,2015
41,Oregon,15.06657893554617,3.4187090172021333,2015
42,Pennsylvania,12.731846264749947,3.1911103633406688,2015
44,Rhode Island,13.35181927827185,3.2905486898583542,2015
45,South Carolina,16.149743083641706,3.4841485527596605,2015
46,South Dakota,13.28772500812493,2.1135300168089937,2015
47,Tennessee,16.331078334481514,3.0221509661910773,2015
48,Texas,15.492006768037731,2.705700664389831,2015
50,Vermont,9.793911590596158,2.0522584746710284,2015
49,Utah,11.076868233086408,1.9425758840609508,2015
51,Virginia,10.847509952590919,2.8187784482224907,2015
53,Washington,11.963166098842303,3.004776195753876,2015
54,West Virginia,17.438214700931823,3.1597589755157993,2015
55,Wisconsin,11.74708737334174,2.283110482025222,2015
56,Wyoming,10.821402917897244,2.5662549670964516,2015
72,Puerto Rico,45.6592371959788,6.868523295555615,2015
01,Alabama,18.02880810968724,3.242327246114873,2015
02,Alaska,10.093278731149246,4.116695917836713,2015
04,Arizona,16.97469195152653,3.1698585177499043,2015
05,Arkansas,18.484563179688163,2.6442446521460585,2015
06,California,15.05097813968633,3.623358269286116,2015
08,Colorado,11.24421660917638,2.778355063085372,2015
10,Delaware,12.089638389147657,2.9275826854727707,2015
11,District of Columbia,16.43787524470864,4.200211832890031,2015
09,Connecticut,10.21778469157751,3.7454266161610255,2015
12,Florida,15.37587774462303,3.3449504303429998,2015
13,Georgia,16.593355170800187,3.447908243480576,2015
16,Idaho,14.837545998924426,2.5468750944148697,2015
15,Hawaii,10.33694397119872,2.446558158930933,2015
17,Illinois,13.244624123104247,3.5834461832994493,2015
18,Indiana,14.097071157518188,2.9100651391003796,2015
19,Iowa,11.761391773549658,2.2224790238096688,2015
20,Kansas,12.669109962388907,2.374331176130574,2015
21,Kentucky,17.9443726819691,3.0239371294427326,2015
22,Louisiana,19.05370559253769,3.330490091043701,2015
23,Maine,12.985508467436178,2.7684664732857502,2015
24,Maryland,9.502795434404064,2.9269108073203904,2015
25,Massachusetts,11.068947439532016,3.2008609415193816,2015
26,Michigan,15.415805331196253,3.5212227147466546,2015
27,Minnesota,9.953941949076745,2.301809569159395,2015
28,Mississippi,20.168058229493102,3.442737808685038,2016
29,Missouri,13.572197603807648,2.452732644017725,2016
30,Montana,13.010589724897365,2.4338142193914747,2016
31,Nebraska,11.08757936066815,1.9794810593587386,2016
32,Nevada,13.58544627350889,3.346498606490076,2016
33,New Hampshire,7.063931165459865,2.0184372881228954,2016
34,New Jersey,10.239993005733487,3.1639441089236264,2016
35,New Mexico,19.43585221634635,3.428086774963179,2016
36,New York,14.346834832349124,3.038522252067316,2016
37,North Carolina,14.998637992633729,3.0459195560210777,2016
38,North Dakota,10.352093071734,1.5544499461048376,2016
39,Ohio,14.166774220183905,2.859345054614657,2016
40,Oklahoma,15.811580347546528,2.826310079032797,2016
41,Oregon,13.097608016680246,2.873873356679488,2016
42,Pennsylvania,12.453197209342418,2.9244787346157106,2016
44,Rhode Island,12.299205055536309,3.1250650779136446,2016
45,South Carolina,14.834556478084883,3.007648072944834,2016
46,South Dakota,12.821247576416539,2.061114744400049,2016
47,Tennessee,15.383358236130235,2.657312356247615,2016
48,Texas,15.294113297985586,2.7285576692135938,2016
50,Vermont,11.4200584699821,2.1240998152399797,2016
49,Utah,10.058347210309853,2.0292558674129046,2016
51,Virginia,10.656924171355314,2.5934258128573546,2016
53,Washington,11.055035675082328,2.7460757409440175,2016
54,West Virginia,17.4246437391254,3.319913363646591,2016
55,Wisconsin,11.448318300852318,2.1798986590257443,2016
56,Wyoming,11.044046039204032,2.9034963219533356,2016
72,Puerto Rico,43.07387168613086,5.943762903778523,2016
01,Alabama,16.66010733452594,2.8985051302613454,2016
02,Alaska,9.646391533022237,4.173642056681952,2016
04,Arizona,15.978252134482535,3.0421128278732104,2016
05,Arkansas,16.706277390631566,2.3100492328615294,2016
06,California,14.077762055491593,3.2543450872900257,2016
08,Colorado,10.806445936275223,2.534660398931874,2016
10,Delaware,11.365925645833006,2.8021196031783546,2016
13,Georgia,15.547578258823082,2.9148223667218183,2016
11,District of Columbia,17.661963973751046,3.9812381637476695,2016
09,Connecticut,9.482246651150358,3.4638798451649846,2016
12,Florida,14.425813461473433,2.842458381562706,2016
16,Idaho,14.107263804555771,2.2281568972278003,2016
15,Hawaii,9.069921606208222,2.225742479999048,2016
17,Illinois,12.666508300291083,3.2738173121216128,2016
18,Indiana,13.660029552002674,2.520935683764324,2016
19,Iowa,11.368832609764338,2.1127746800085365,2016
20,Kansas,11.782247998049042,2.30465564310944,2016
21,Kentucky,17.896431216410104,2.8099556138936133,2016
22,Louisiana,19.612398663210918,3.229854500513279,2016
23,Maine,12.148069928252717,2.2951920383273037,2016
24,Maryland,9.436050878533461,2.9125994129093136,2016
25,Massachusetts,10.07955484169407,2.919061232021767,2016
26,Michigan,14.624215626038698,3.0648550104247456,2016
27,Minnesota,9.660881109111093,2.1108516885654076,2016
28,Mississippi,19.14208639120673,3.107938741999263,2017
29,Missouri,13.015912896178511,2.3090252901268857,2017
30,Montana,12.163527029689869,1.7938244233897798,2017
31,Nebraska,10.463596232649124,1.8211258304358786,2017
32,Nevada,12.812375022473024,3.0030296470459525,2017
33,New Hampshire,7.444621107466143,2.151333598948462,2017
34,New Jersey,9.801331254044685,2.8072395488873423,2017
35,New Mexico,19.240494810997717,2.9244709229096726,2017
36,New York,13.714556294626352,2.8212491471404246,2017
37,North Carolina,14.321804649455064,2.5967693909885305,2017
38,North Dakota,9.965541115684154,1.6292181685559701,2017
39,Ohio,13.577357298799539,2.60192275081873,2017
40,Oklahoma,15.362118862418033,2.5342774514712287,2017
41,Oregon,12.985833653569491,2.5852230485066054,2017
42,Pennsylvania,12.094143338151301,2.6959119324710867,2017
44,Rhode Island,11.170502406951801,3.0907695922856746,2017
45,South Carolina,14.965202595589615,2.7813840902210805,2017
46,South Dakota,12.544931042492175,1.8637039967067817,2017
47,Tennessee,14.596282540280024,2.4164590028802926,2017
48,Texas,14.403685535734196,2.531097776488313,2017
50,Vermont,10.877934505665774,2.0458360925957697,2017
49,Utah,9.560701688324292,1.795551211170943,2017
51,Virginia,10.32445023742565,2.3701714990047247,2017
53,Washington,10.831580301935944,2.5171545920510607,2017
54,West Virginia,18.520235899633064,2.8628906351105843,2017
55,Wisconsin,11.035559935211612,1.8541854061171432,2017
56,Wyoming,11.056851626489907,2.6541691480455367,2017
72,Puerto Rico,44.01318839246465,5.898967900114378,2017
02,Alaska,10.815428598463088,3.8209233639048654,2017
01,Alabama,16.465592983594842,2.6319724900594843,2017
04,Arizona,14.522459939540525,2.746772857943038,2017
05,Arkansas,15.922788795581235,2.5462016011162745,2017
06,California,13.051706728943394,2.980907362087529,2017
08,Colorado,10.06414305724437,2.2695827508928774,2017
10,Delaware,13.20104497270617,2.5261477079107926,2017
11,District of Columbia,15.839255762480331,3.8511640239087455,2017
09,Connecticut,9.311897048757812,3.270735280019085,2017
12,Florida,13.769781361392273,2.6316930672308954,2017
13,Georgia,14.552179952420945,2.838519915711185,2017
16,Idaho,12.59849628088993,1.980263759484153,2017
15,Hawaii,9.285146875249556,2.0848481791728135,2017
17,Illinois,12.261757380064072,3.1867385334333487,2017
18,Indiana,13.06840834713052,2.378286012907507,2017
19,Iowa,10.383534914682246,1.9133989104529945,2017
20,Kansas,11.550730950941652,2.1655110340346084,2017
21,Kentucky,16.70874316289677,2.587923413218433,2017
22,Louisiana,19.19246560823067,3.023013094927282,2017
23,Maine,10.780091727942139,2.207713560899075,2017
24,Maryland,9.073941492458003,2.815829741925922,2017
25,Massachusetts,10.090659826447316,2.508681351505047,2017
26,Michigan,13.8297830694103,2.92120974741704,2017
27,Minnesota,9.27940758231799,1.986100506293613,2017
01,Alabama,16.375677672344462,2.5539749310077946,2018
02,Alaska,10.661235249607424,3.4457134023470446,2018
04,Arizona,13.713713699755955,2.534383320091371,2018
05,Arkansas,16.739658075701144,2.052939371065009,2018
06,California,12.5624297770473,2.8026967130633746,2018
08,Colorado,9.437028536594445,2.150761540033612,2018
10,Delaware,12.12215833601297,2.8803593159844536,2018
11,District of Columbia,15.382480016513513,4.423628559836573,2018
09,Connecticut,10.115054168246953,2.9773572389238847,2018
12,Florida,13.33834288175799,2.492309028572502,2018
13,Georgia,13.96117201666433,2.3755558143348408,2018
16,Idaho,11.587223407942501,1.90615936080556,2018
15,Hawaii,8.5986465243356,1.916942803579889,2018
17,Illinois,11.845518590260793,2.894095320019967,2018
18,Indiana,12.741385900938422,2.230554711248472,2018
19,Iowa,10.883657119682397,1.9237709294091367,2018
20,Kansas,11.61510693763717,1.9645132594426946,2018
21,Kentucky,16.34606734130009,2.4590222634400396,2018
22,Louisiana,18.103647699624332,2.942717755319875,2018
23,Maine,11.322515473653695,1.8578097495225656,2018
24,Maryland,8.741149264288024,2.6606735578261307,2018
25,Massachusetts,9.619004168122132,2.6183149624848725,2018
26,Michigan,13.739102423339935,2.656405141500303,2018
27,Minnesota,9.42898096817086,1.8645279361075453,2018
55,Wisconsin,10.764920957319154,1.6896336294681682,2018
56,Wyoming,10.783626459790527,2.0223735021298617,2018
72,Puerto Rico,42.679208163114566,5.577792362368876,2018
28,Mississippi,19.006840714809496,3.174118458545536,2018
29,Missouri,12.834998135952098,2.0869664856592363,2018
30,Montana,12.718946065395532,1.7888459529042977,2018
31,Nebraska,10.695299979059415,1.8593580570454702,2018
32,Nevada,12.764567003867661,2.8103158721747223,2018
33,New Hampshire,7.388359978709256,1.9835483295465102,2018
34,New Jersey,9.340866945351191,2.586097353993705,2018
35,New Mexico,19.063217633819917,2.710806575076786,2018
36,New York,13.260481453248197,2.557546078849121,2018
37,North Carolina,13.65490069937074,2.453941881540349,2018
38,North Dakota,10.351056537692891,1.5381336364605165,2018
39,Ohio,13.505118550568966,2.50285685150754,2018
40,Oklahoma,15.13915901761035,2.0711986749441236,2018
41,Oregon,12.326542046663658,2.552190999479086,2018
42,Pennsylvania,11.851822354232743,2.5082571644077563,2018
44,Rhode Island,12.409263086213663,2.918903070513518,2018
45,South Carolina,14.854369294866158,2.5342993988938516,2018
46,South Dakota,12.652637902599647,1.5693097644051754,2018
47,Tennessee,14.933744558722957,2.687603120231728,2018
48,Texas,14.565875468981176,2.419652813259914,2018
50,Vermont,10.540173303805371,2.0961234170899203,2018
49,Utah,8.88211558932715,1.5872614164983447,2018
51,Virginia,10.386002769531862,2.1510656944932807,2018
53,Washington,10.072375212508216,2.2059185537006987,2018
54,West Virginia,17.287765417824026,2.5273115107053146,2018
17,Illinois,11.210243579040455,2.5258327118099286,2019
13,Georgia,12.940136227029855,2.3732783369373154,2019
16,Idaho,10.966808705894861,1.6298791594038269,2019
15,Hawaii,9.091358540885052,1.9148623604393618,2019
18,Indiana,11.5240309324459,2.110507694416952,2019
19,Iowa,10.827430136256881,1.9764062287049098,2019
20,Kansas,11.093517554235486,1.947507203137046,2019
21,Kentucky,15.749294990927044,2.2503213641642974,2019
22,Louisiana,18.4541194985194,2.538529347611445,2019
23,Maine,10.549154448851818,1.8204717708218645,2019
24,Maryland,8.803658149290072,2.437376771512882,2019
25,Massachusetts,9.078893400554197,2.2025670500252232,2019
26,Michigan,12.707321232295605,2.5058133905391857,2019
27,Minnesota,8.771547505227291,1.7505929464901255,2019
09,Connecticut,9.736915990213411,2.876935293007267,2019
12,Florida,12.407135816962466,2.195059004586936,2019
01,Alabama,15.07403860959764,2.276520261829811,2019
02,Alaska,9.833708110915937,2.8227928562152704,2019
04,Arizona,13.167732719928527,2.429933736948421,2019
05,Arkansas,15.731273469052331,2.224862847288956,2019
06,California,11.522604030656538,2.5755574420603975,2019
08,Colorado,9.15094909716299,2.005596366980532,2019
10,Delaware,10.92492636819599,2.324074416388365,2019
11,District of Columbia,12.82807343687345,3.67212705933696,2019
28,Mississippi,18.957115386360023,2.9506923208481832,2019
29,Missouri,12.548823383345598,1.8910527341420542,2019
30,Montana,12.339512976502137,2.0587998630211324,2019
31,Nebraska,9.60298964851262,1.7645191707230325,2019
32,Nevada,12.322882347517464,2.5648051592192083,2019
33,New Hampshire,7.039069331644739,1.6627798112981362,2019
34,New Jersey,8.987220494044825,2.482225667318533,2019
35,New Mexico,17.799734742318044,2.5032561071980597,2019
36,New York,12.681513682764816,2.288347105190664,2019
37,North Carolina,13.216160358746173,2.258486869479688,2019
38,North Dakota,10.25008463878267,1.4329542740616905,2019
39,Ohio,12.702962589078714,2.332549126964437,2019
40,Oklahoma,14.734224739074408,2.0648369674682985,2019
41,Oregon,11.158661623519912,2.560401466473609,2019
42,Pennsylvania,11.633606309144618,2.3092739729740432,2019
44,Rhode Island,10.406650801756909,2.2843015742508928,2019
45,South Carolina,13.454699561871179,2.2537084017484754,2019
46,South Dakota,11.52376226319972,1.5862609208745968,2019
47,Tennessee,13.50347787301949,2.23120687802068,2019
48,Texas,13.329513940273102,2.1902317780928953,2019
50,Vermont,9.759306654444229,1.8513146866371042,2019
49,Utah,8.773633341422439,1.635143068000267,2019
51,Virginia,9.639425558070927,2.056442027719697,2019
53,Washington,9.589629164848409,2.3552924512530904,2019
54,West Virginia,15.553076840236878,2.646211499391512,2019
55,Wisconsin,10.158741172506206,1.6981386135076841,2019
56,Wyoming,9.839155848980319,1.8209652031329102,2019
72,Puerto Rico,43.110235357551474,5.365886650380406,2019
